,sender,recipients,date,titles,subject,confidence
81,linnea.bergen,ada.campo-corrente,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
82,linnea.bergen,sten.sanjorge jr.,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
83,linnea.bergen,orhan.strum,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
84,linnea.bergen,willem.vasco-pais,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
85,linnea.bergen,bertrand.ovan,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
86,linnea.bergen,albina.hafon,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
87,linnea.bergen,benito.hawelon,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
88,linnea.bergen,claudio.hawelon,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
89,linnea.bergen,henk.mies,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
90,linnea.bergen,valeria.morlun,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
91,linnea.bergen,adan.morlun,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
92,linnea.bergen,cecilia.morluniau,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
93,linnea.bergen,irene.nant,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
94,linnea.bergen,dylan.scozzese,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
95,linnea.bergen,lucas.alcazar,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
96,linnea.bergen,isak.baza,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
97,linnea.bergen,linnea.bergen,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
98,linnea.bergen,nils.calixto,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
99,linnea.bergen,sven.flecha,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
100,linnea.bergen,hideki.cocinaro,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
101,linnea.bergen,inga.ferro,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
102,linnea.bergen,loreto.bodrogi,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
103,linnea.bergen,isia.vann,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
104,linnea.bergen,stenig.fusil,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
105,linnea.bergen,hennie.osvaldo,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
106,linnea.bergen,kanon.herrero,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
107,linnea.bergen,varja.lagos,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
108,linnea.bergen,minke.mies,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
109,linnea.bergen,felix.resumir,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
110,linnea.bergen,edvard.vann,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
111,linnea.bergen,emile.arpa,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
112,linnea.bergen,varro.awelon,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
113,linnea.bergen,mat.bramar,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
114,linnea.bergen,dante.coginian,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
115,linnea.bergen,carla.forluniau,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
116,linnea.bergen,linda.lagos,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
117,linnea.bergen,cornelia.lais,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
118,linnea.bergen,ruscella.mies.haber,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
119,linnea.bergen,anda.ribera,2014-01-06 11:16:00,re: upcoming birthdays,Social Event,0.323
120,lucas.alcazar,nils.calixto,2014-01-06 11:23:00,gt-seismicprocessorpro bug report,Operational Info,0.55
121,lucas.alcazar,sven.flecha,2014-01-06 11:23:00,gt-seismicprocessorpro bug report,Operational Info,0.55
122,isak.baza,isak.baza,2014-01-06 11:34:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
123,isak.baza,lucas.alcazar,2014-01-06 11:34:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
124,lucas.alcazar,isak.baza,2014-01-06 11:40:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
125,lucas.alcazar,lucas.alcazar,2014-01-06 11:40:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
126,sten.sanjorge jr.,orhan.strum,2014-01-06 11:53:00,ipo,Policy / Rules,0.42
127,sten.sanjorge jr.,willem.vasco-pais,2014-01-06 11:53:00,ipo,Policy / Rules,0.42
128,mat.bramar,mat.bramar,2014-01-06 12:05:00,craft night,Social Event,0.787
129,mat.bramar,anda.ribera,2014-01-06 12:05:00,craft night,Social Event,0.787
130,mat.bramar,rachel.pantanal,2014-01-06 12:05:00,craft night,Social Event,0.787
131,mat.bramar,linda.lagos,2014-01-06 12:05:00,craft night,Social Event,0.787
132,mat.bramar,ruscella.mies.haber,2014-01-06 12:05:00,craft night,Social Event,0.787
133,mat.bramar,carla.forluniau,2014-01-06 12:05:00,craft night,Social Event,0.787
134,mat.bramar,cornelia.lais,2014-01-06 12:05:00,craft night,Social Event,0.787
135,lucas.alcazar,isak.baza,2014-01-06 12:05:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
136,lucas.alcazar,lucas.alcazar,2014-01-06 12:05:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
137,ingrid.barranco,loreto.bodrogi,2014-01-06 12:15:00,re: plants,Event Coordination,0.303
138,axel.calzas,felix.balas,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
139,axel.calzas,lars.azada,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
140,axel.calzas,elsa.orilla,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
141,axel.calzas,birgitta.frente,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
142,axel.calzas,kare.orilla,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
143,axel.calzas,isande.borrasca,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
144,axel.calzas,gustav.cazar,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
145,axel.calzas,axel.calzas,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
146,axel.calzas,vira.frente,2014-01-06 12:15:00,wellhead flow rate data,Operational Info,0.701
147,lars.azada,birgitta.frente,2014-01-06 12:21:00,re: wellhead flow rate data,Operational Info,0.644
148,lars.azada,lars.azada,2014-01-06 12:21:00,re: wellhead flow rate data,Operational Info,0.644
149,lars.azada,felix.balas,2014-01-06 12:21:00,re: wellhead flow rate data,Operational Info,0.644
150,stenig.fusil,orhan.strum,2014-01-06 12:28:00,re: service anniversary,Event Coordination,0.254
151,orhan.strum,stenig.fusil,2014-01-06 12:28:00,re: service anniversary,Event Coordination,0.254
152,albina.hafon,dante.coginian,2014-01-06 12:30:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
153,albina.hafon,irene.nant,2014-01-06 12:30:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
154,albina.hafon,dylan.scozzese,2014-01-06 12:30:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
155,albina.hafon,benito.hawelon,2014-01-06 12:30:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
156,albina.hafon,valeria.morlun,2014-01-06 12:30:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
157,albina.hafon,adan.morlun,2014-01-06 12:30:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
158,albina.hafon,emile.arpa,2014-01-06 12:30:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
159,nils.calixto,nils.calixto,2014-01-06 12:34:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
160,nils.calixto,sven.flecha,2014-01-06 12:34:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
161,felix.balas,birgitta.frente,2014-01-06 12:36:00,re: wellhead flow rate data,Operational Info,0.644
162,felix.balas,lars.azada,2014-01-06 12:36:00,re: wellhead flow rate data,Operational Info,0.644
163,felix.balas,felix.balas,2014-01-06 12:36:00,re: wellhead flow rate data,Operational Info,0.644
164,felix.balas,birgitta.frente,2014-01-06 12:37:00,re: wellhead flow rate data,Operational Info,0.644
165,felix.balas,lars.azada,2014-01-06 12:37:00,re: wellhead flow rate data,Operational Info,0.644
166,felix.balas,felix.balas,2014-01-06 12:37:00,re: wellhead flow rate data,Operational Info,0.644
167,lars.azada,birgitta.frente,2014-01-06 12:39:00,re: wellhead flow rate data,Operational Info,0.644
168,lars.azada,lars.azada,2014-01-06 12:39:00,re: wellhead flow rate data,Operational Info,0.644
169,lars.azada,felix.balas,2014-01-06 12:39:00,re: wellhead flow rate data,Operational Info,0.644
170,loreto.bodrogi,varja.lagos,2014-01-06 12:44:00,re: patrol schedule changes,Operational Info,0.519
171,loreto.bodrogi,hennie.osvaldo,2014-01-06 12:44:00,re: patrol schedule changes,Operational Info,0.519
172,loreto.bodrogi,loreto.bodrogi,2014-01-06 12:44:00,re: patrol schedule changes,Operational Info,0.519
173,loreto.bodrogi,inga.ferro,2014-01-06 12:44:00,re: patrol schedule changes,Operational Info,0.519
174,loreto.bodrogi,ingrid.barranco,2014-01-06 12:48:00,re: plants,Event Coordination,0.303
175,willem.vasco-pais,orhan.strum,2014-01-06 12:56:00,re: ipo,Greeting / Informal,0.325
176,willem.vasco-pais,willem.vasco-pais,2014-01-06 12:56:00,re: ipo,Greeting / Informal,0.325
177,anda.ribera,valeria.morlun,2014-01-06 13:01:00,favor - borrow hedge trimmer,Greeting / Informal,0.252
178,orhan.strum,orhan.strum,2014-01-06 13:05:00,re: ipo,Greeting / Informal,0.325
179,orhan.strum,willem.vasco-pais,2014-01-06 13:05:00,re: ipo,Greeting / Informal,0.325
180,benito.hawelon,adan.morlun,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
181,benito.hawelon,claudio.hawelon,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
182,benito.hawelon,valeria.morlun,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
183,benito.hawelon,varro.awelon,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
184,benito.hawelon,albina.hafon,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
185,benito.hawelon,emile.arpa,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
186,benito.hawelon,irene.nant,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
187,benito.hawelon,benito.hawelon,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
188,benito.hawelon,dante.coginian,2014-01-06 13:07:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
189,felix.resumir,felix.resumir,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
190,felix.resumir,hideki.cocinaro,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
191,felix.resumir,inga.ferro,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
192,felix.resumir,varja.lagos,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
193,felix.resumir,kanon.herrero,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
194,felix.resumir,stenig.fusil,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
195,felix.resumir,hennie.osvaldo,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
196,felix.resumir,isia.vann,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
197,felix.resumir,edvard.vann,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
198,felix.resumir,loreto.bodrogi,2014-01-06 13:08:00,re: inspection request for site,Operational Info,0.325
199,bertrand.ovan,emile.arpa,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
200,bertrand.ovan,varro.awelon,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
201,bertrand.ovan,dante.coginian,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
202,bertrand.ovan,albina.hafon,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
203,bertrand.ovan,benito.hawelon,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
204,bertrand.ovan,claudio.hawelon,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
205,bertrand.ovan,henk.mies,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
206,bertrand.ovan,valeria.morlun,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
207,bertrand.ovan,adan.morlun,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
208,bertrand.ovan,cecilia.morluniau,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
209,bertrand.ovan,irene.nant,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
210,bertrand.ovan,dylan.scozzese,2014-01-06 13:14:00,facilities preparations for vip visit,Social Event,0.409
211,felix.balas,birgitta.frente,2014-01-06 13:16:00,re: wellhead flow rate data,Operational Info,0.644
212,felix.balas,lars.azada,2014-01-06 13:16:00,re: wellhead flow rate data,Operational Info,0.644
213,felix.balas,felix.balas,2014-01-06 13:16:00,re: wellhead flow rate data,Operational Info,0.644
214,ingrid.barranco,loreto.bodrogi,2014-01-06 13:21:00,re: plants,Event Coordination,0.303
215,birgitta.frente,birgitta.frente,2014-01-06 13:23:00,re: wellhead flow rate data,Operational Info,0.644
216,birgitta.frente,lars.azada,2014-01-06 13:23:00,re: wellhead flow rate data,Operational Info,0.644
217,birgitta.frente,felix.balas,2014-01-06 13:23:00,re: wellhead flow rate data,Operational Info,0.644
218,carla.forluniau,mat.bramar,2014-01-06 13:24:00,question - protocol for vip visit,Policy / Rules,0.441
219,carla.forluniau,anda.ribera,2014-01-06 13:24:00,question - protocol for vip visit,Policy / Rules,0.441
220,carla.forluniau,rachel.pantanal,2014-01-06 13:24:00,question - protocol for vip visit,Policy / Rules,0.441
221,carla.forluniau,linda.lagos,2014-01-06 13:24:00,question - protocol for vip visit,Policy / Rules,0.441
222,carla.forluniau,ruscella.mies.haber,2014-01-06 13:24:00,question - protocol for vip visit,Policy / Rules,0.441
223,carla.forluniau,carla.forluniau,2014-01-06 13:24:00,question - protocol for vip visit,Policy / Rules,0.441
224,carla.forluniau,cornelia.lais,2014-01-06 13:24:00,question - protocol for vip visit,Policy / Rules,0.441
225,loreto.bodrogi,ingrid.barranco,2014-01-06 13:26:00,re: plants,Event Coordination,0.303
226,anda.ribera,mat.bramar,2014-01-06 13:29:00,re: craft night,Social Event,0.827
227,anda.ribera,anda.ribera,2014-01-06 13:29:00,re: craft night,Social Event,0.827
228,anda.ribera,rachel.pantanal,2014-01-06 13:29:00,re: craft night,Social Event,0.827
229,anda.ribera,linda.lagos,2014-01-06 13:29:00,re: craft night,Social Event,0.827
230,anda.ribera,ruscella.mies.haber,2014-01-06 13:29:00,re: craft night,Social Event,0.827
231,anda.ribera,carla.forluniau,2014-01-06 13:29:00,re: craft night,Social Event,0.827
232,anda.ribera,cornelia.lais,2014-01-06 13:29:00,re: craft night,Social Event,0.827
233,claudio.hawelon,irene.nant,2014-01-06 13:35:00,route suggestion for next shift,Operational Info,0.458
234,claudio.hawelon,cecilia.morluniau,2014-01-06 13:35:00,route suggestion for next shift,Operational Info,0.458
235,claudio.hawelon,dylan.scozzese,2014-01-06 13:35:00,route suggestion for next shift,Operational Info,0.458
236,hennie.osvaldo,kanon.herrero,2014-01-06 13:42:00,concert tickets,Event Coordination,0.497
237,cornelia.lais,mat.bramar,2014-01-06 13:48:00,re: craft night,Social Event,0.827
238,cornelia.lais,anda.ribera,2014-01-06 13:48:00,re: craft night,Social Event,0.827
239,cornelia.lais,rachel.pantanal,2014-01-06 13:48:00,re: craft night,Social Event,0.827
240,cornelia.lais,linda.lagos,2014-01-06 13:48:00,re: craft night,Social Event,0.827
241,cornelia.lais,ruscella.mies.haber,2014-01-06 13:48:00,re: craft night,Social Event,0.827
242,cornelia.lais,carla.forluniau,2014-01-06 13:48:00,re: craft night,Social Event,0.827
243,cornelia.lais,cornelia.lais,2014-01-06 13:48:00,re: craft night,Social Event,0.827
244,valeria.morlun,anda.ribera,2014-01-06 13:49:00,re: favor - borrow hedge trimmer,Greeting / Informal,0.269
245,cecilia.morluniau,ingrid.barranco,2014-01-06 13:54:00,supplies,Operational Info,0.333
246,anda.ribera,valeria.morlun,2014-01-06 13:59:00,re: favor - borrow hedge trimmer,Greeting / Informal,0.269
247,adan.morlun,claudio.hawelon,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
248,adan.morlun,benito.hawelon,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
249,adan.morlun,henk.mies,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
250,adan.morlun,dylan.scozzese,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
251,adan.morlun,valeria.morlun,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
252,adan.morlun,irene.nant,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
253,adan.morlun,dante.coginian,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
254,adan.morlun,emile.arpa,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
255,adan.morlun,adan.morlun,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
256,adan.morlun,varro.awelon,2014-01-06 13:59:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
257,varro.awelon,benito.hawelon,2014-01-06 14:01:00,re: don't text and drive!,Policy / Rules,0.955
258,varro.awelon,cecilia.morluniau,2014-01-06 14:01:00,re: don't text and drive!,Policy / Rules,0.955
259,varro.awelon,varro.awelon,2014-01-06 14:01:00,re: don't text and drive!,Policy / Rules,0.955
260,varro.awelon,albina.hafon,2014-01-06 14:01:00,re: don't text and drive!,Policy / Rules,0.955
261,varro.awelon,dante.coginian,2014-01-06 14:01:00,re: don't text and drive!,Policy / Rules,0.955
262,varro.awelon,claudio.hawelon,2014-01-06 14:01:00,re: don't text and drive!,Policy / Rules,0.955
263,dante.coginian,lucas.alcazar,2014-01-06 14:05:00,congratulations on your service anniversary,Greeting / Informal,0.675
264,nils.calixto,nils.calixto,2014-01-06 14:16:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
265,nils.calixto,sven.flecha,2014-01-06 14:16:00,re: gt-seismicprocessorpro bug report,Operational Info,0.524
266,willem.vasco-pais,orhan.strum,2014-01-06 14:19:00,re: ipo,Greeting / Informal,0.325
267,willem.vasco-pais,willem.vasco-pais,2014-01-06 14:19:00,re: ipo,Greeting / Informal,0.325
268,benito.hawelon,claudio.hawelon,2014-01-06 14:19:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
269,benito.hawelon,dante.coginian,2014-01-06 14:19:00,re: new refueling policies - effective february 1,Policy / Rules,0.673
