Unnamed: 0,sender,recipients,date,title,subject
4,linnea.bergen,brand.tempestad,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,ingrid.barranco,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,ada.campo-corrente,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,sten.sanjorge jr.,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,orhan.strum,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,willem.vasco-pais,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,bertrand.ovan,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,albina.hafon,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,benito.hawelon,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,claudio.hawelon,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,henk.mies,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,valeria.morlun,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,adan.morlun,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,cecilia.morluniau,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,irene.nant,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,dylan.scozzese,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,lucas.alcazar,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,isak.baza,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,linnea.bergen,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,nils.calixto,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,sven.flecha,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,hideki.cocinaro,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,inga.ferro,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,loreto.bodrogi,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,isia.vann,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,stenig.fusil,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,hennie.osvaldo,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,kanon.herrero,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,varja.lagos,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,minke.mies,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,felix.resumir,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,edvard.vann,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,emile.arpa,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,varro.awelon,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,mat.bramar,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,dante.coginian,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,carla.forluniau,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,linda.lagos,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,cornelia.lais,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,ruscella.mies.haber,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
4,linnea.bergen,anda.ribera,2014/1/6 11:00,re: upcoming birthdays,Greeting / Informal
5,loreto.bodrogi,ingrid.barranco,2014/1/6 11:04,plants,Greeting / Informal
6,linnea.bergen,rachel.pantanal,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,lars.azada,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,felix.balas,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,isande.borrasca,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,axel.calzas,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,gustav.cazar,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,lidelse.dedos,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,birgitta.frente,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,vira.frente,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,adra.nubarron,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,marin.onda,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,kare.orilla,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,elsa.orilla,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,brand.tempestad,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,ingrid.barranco,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,ada.campo-corrente,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,sten.sanjorge jr.,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,orhan.strum,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,willem.vasco-pais,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,bertrand.ovan,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,albina.hafon,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,benito.hawelon,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,claudio.hawelon,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,henk.mies,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,valeria.morlun,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,adan.morlun,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,cecilia.morluniau,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,irene.nant,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,dylan.scozzese,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,lucas.alcazar,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,isak.baza,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,linnea.bergen,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,nils.calixto,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,sven.flecha,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,hideki.cocinaro,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,inga.ferro,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,loreto.bodrogi,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,isia.vann,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,stenig.fusil,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,hennie.osvaldo,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,kanon.herrero,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,varja.lagos,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,minke.mies,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,felix.resumir,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,edvard.vann,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,emile.arpa,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,varro.awelon,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,mat.bramar,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,dante.coginian,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,carla.forluniau,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,linda.lagos,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,cornelia.lais,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,ruscella.mies.haber,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
6,linnea.bergen,anda.ribera,2014/1/6 11:16,re: upcoming birthdays,Greeting / Informal
7,lucas.alcazar,nils.calixto,2014/1/6 11:23,gt-seismicprocessorpro bug report,Greeting / Informal
7,lucas.alcazar,sven.flecha,2014/1/6 11:23,gt-seismicprocessorpro bug report,Greeting / Informal
8,isak.baza,isak.baza,2014/1/6 11:34,re: gt-seismicprocessorpro bug report,Greeting / Informal
8,isak.baza,lucas.alcazar,2014/1/6 11:34,re: gt-seismicprocessorpro bug report,Greeting / Informal
9,lucas.alcazar,isak.baza,2014/1/6 11:40,re: gt-seismicprocessorpro bug report,Greeting / Informal
9,lucas.alcazar,lucas.alcazar,2014/1/6 11:40,re: gt-seismicprocessorpro bug report,Greeting / Informal
10,sten.sanjorge jr.,orhan.strum,2014/1/6 11:53,ipo,Greeting / Informal
10,sten.sanjorge jr.,willem.vasco-pais,2014/1/6 11:53,ipo,Greeting / Informal
11,mat.bramar,mat.bramar,2014/1/6 12:05,craft night,Operational Info
11,mat.bramar,anda.ribera,2014/1/6 12:05,craft night,Operational Info
11,mat.bramar,rachel.pantanal,2014/1/6 12:05,craft night,Operational Info
11,mat.bramar,linda.lagos,2014/1/6 12:05,craft night,Operational Info
11,mat.bramar,ruscella.mies.haber,2014/1/6 12:05,craft night,Operational Info
11,mat.bramar,carla.forluniau,2014/1/6 12:05,craft night,Operational Info
11,mat.bramar,cornelia.lais,2014/1/6 12:05,craft night,Operational Info
12,lucas.alcazar,isak.baza,2014/1/6 12:05,re: gt-seismicprocessorpro bug report,Greeting / Informal
12,lucas.alcazar,lucas.alcazar,2014/1/6 12:05,re: gt-seismicprocessorpro bug report,Greeting / Informal
13,ingrid.barranco,loreto.bodrogi,2014/1/6 12:15,re: plants,Greeting / Informal
14,axel.calzas,felix.balas,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,lars.azada,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,elsa.orilla,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,birgitta.frente,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,kare.orilla,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,isande.borrasca,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,gustav.cazar,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,axel.calzas,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
14,axel.calzas,vira.frente,2014/1/6 12:15,wellhead flow rate data,Greeting / Informal
15,lars.azada,birgitta.frente,2014/1/6 12:21,re: wellhead flow rate data,Greeting / Informal
15,lars.azada,lars.azada,2014/1/6 12:21,re: wellhead flow rate data,Greeting / Informal
15,lars.azada,felix.balas,2014/1/6 12:21,re: wellhead flow rate data,Greeting / Informal
16,stenig.fusil,orhan.strum,2014/1/6 12:28,re: service anniversary,Greeting / Informal
17,orhan.strum,stenig.fusil,2014/1/6 12:28,re: service anniversary,Greeting / Informal
18,albina.hafon,dante.coginian,2014/1/6 12:30,re: new refueling policies - effective february 1,Greeting / Informal
18,albina.hafon,irene.nant,2014/1/6 12:30,re: new refueling policies - effective february 1,Greeting / Informal
18,albina.hafon,dylan.scozzese,2014/1/6 12:30,re: new refueling policies - effective february 1,Greeting / Informal
18,albina.hafon,benito.hawelon,2014/1/6 12:30,re: new refueling policies - effective february 1,Greeting / Informal
18,albina.hafon,valeria.morlun,2014/1/6 12:30,re: new refueling policies - effective february 1,Greeting / Informal
18,albina.hafon,adan.morlun,2014/1/6 12:30,re: new refueling policies - effective february 1,Greeting / Informal
18,albina.hafon,emile.arpa,2014/1/6 12:30,re: new refueling policies - effective february 1,Greeting / Informal
19,nils.calixto,nils.calixto,2014/1/6 12:34,re: gt-seismicprocessorpro bug report,Greeting / Informal
19,nils.calixto,sven.flecha,2014/1/6 12:34,re: gt-seismicprocessorpro bug report,Greeting / Informal
20,felix.balas,birgitta.frente,2014/1/6 12:36,re: wellhead flow rate data,Greeting / Informal
20,felix.balas,lars.azada,2014/1/6 12:36,re: wellhead flow rate data,Greeting / Informal
20,felix.balas,felix.balas,2014/1/6 12:36,re: wellhead flow rate data,Greeting / Informal
21,felix.balas,birgitta.frente,2014/1/6 12:37,re: wellhead flow rate data,Greeting / Informal
21,felix.balas,lars.azada,2014/1/6 12:37,re: wellhead flow rate data,Greeting / Informal
21,felix.balas,felix.balas,2014/1/6 12:37,re: wellhead flow rate data,Greeting / Informal
22,lars.azada,birgitta.frente,2014/1/6 12:39,re: wellhead flow rate data,Greeting / Informal
22,lars.azada,lars.azada,2014/1/6 12:39,re: wellhead flow rate data,Greeting / Informal
22,lars.azada,felix.balas,2014/1/6 12:39,re: wellhead flow rate data,Greeting / Informal
23,loreto.bodrogi,varja.lagos,2014/1/6 12:44,re: patrol schedule changes,Greeting / Informal
23,loreto.bodrogi,hennie.osvaldo,2014/1/6 12:44,re: patrol schedule changes,Greeting / Informal
23,loreto.bodrogi,loreto.bodrogi,2014/1/6 12:44,re: patrol schedule changes,Greeting / Informal
23,loreto.bodrogi,inga.ferro,2014/1/6 12:44,re: patrol schedule changes,Greeting / Informal
24,loreto.bodrogi,ingrid.barranco,2014/1/6 12:48,re: plants,Greeting / Informal
25,willem.vasco-pais,orhan.strum,2014/1/6 12:56,re: ipo,Greeting / Informal
25,willem.vasco-pais,willem.vasco-pais,2014/1/6 12:56,re: ipo,Greeting / Informal
26,anda.ribera,valeria.morlun,2014/1/6 13:01,favor - borrow hedge trimmer,Greeting / Informal
27,orhan.strum,orhan.strum,2014/1/6 13:05,re: ipo,Greeting / Informal
27,orhan.strum,willem.vasco-pais,2014/1/6 13:05,re: ipo,Greeting / Informal
28,benito.hawelon,adan.morlun,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,claudio.hawelon,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,valeria.morlun,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,varro.awelon,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,albina.hafon,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,emile.arpa,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,irene.nant,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,benito.hawelon,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
28,benito.hawelon,dante.coginian,2014/1/6 13:07,re: new refueling policies - effective february 1,Greeting / Informal
29,felix.resumir,felix.resumir,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,hideki.cocinaro,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,inga.ferro,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,varja.lagos,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,kanon.herrero,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,stenig.fusil,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,hennie.osvaldo,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,isia.vann,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,edvard.vann,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
29,felix.resumir,loreto.bodrogi,2014/1/6 13:08,re: inspection request for site,Greeting / Informal
30,bertrand.ovan,emile.arpa,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,varro.awelon,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,dante.coginian,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,albina.hafon,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,benito.hawelon,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,claudio.hawelon,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,henk.mies,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,valeria.morlun,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,adan.morlun,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,cecilia.morluniau,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,irene.nant,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
30,bertrand.ovan,dylan.scozzese,2014/1/6 13:14,facilities preparations for vip visit,Event Coordination
31,felix.balas,birgitta.frente,2014/1/6 13:16,re: wellhead flow rate data,Greeting / Informal
31,felix.balas,lars.azada,2014/1/6 13:16,re: wellhead flow rate data,Greeting / Informal
31,felix.balas,felix.balas,2014/1/6 13:16,re: wellhead flow rate data,Greeting / Informal
32,ingrid.barranco,loreto.bodrogi,2014/1/6 13:21,re: plants,Greeting / Informal
33,birgitta.frente,birgitta.frente,2014/1/6 13:23,re: wellhead flow rate data,Greeting / Informal
33,birgitta.frente,lars.azada,2014/1/6 13:23,re: wellhead flow rate data,Greeting / Informal
33,birgitta.frente,felix.balas,2014/1/6 13:23,re: wellhead flow rate data,Greeting / Informal
34,carla.forluniau,mat.bramar,2014/1/6 13:24,question - protocol for vip visit,Greeting / Informal
34,carla.forluniau,anda.ribera,2014/1/6 13:24,question - protocol for vip visit,Greeting / Informal
34,carla.forluniau,rachel.pantanal,2014/1/6 13:24,question - protocol for vip visit,Greeting / Informal
34,carla.forluniau,linda.lagos,2014/1/6 13:24,question - protocol for vip visit,Greeting / Informal
34,carla.forluniau,ruscella.mies.haber,2014/1/6 13:24,question - protocol for vip visit,Greeting / Informal
34,carla.forluniau,carla.forluniau,2014/1/6 13:24,question - protocol for vip visit,Greeting / Informal
34,carla.forluniau,cornelia.lais,2014/1/6 13:24,question - protocol for vip visit,Greeting / Informal
35,loreto.bodrogi,ingrid.barranco,2014/1/6 13:26,re: plants,Greeting / Informal
36,anda.ribera,mat.bramar,2014/1/6 13:29,re: craft night,Operational Info
36,anda.ribera,anda.ribera,2014/1/6 13:29,re: craft night,Operational Info
36,anda.ribera,rachel.pantanal,2014/1/6 13:29,re: craft night,Operational Info
36,anda.ribera,linda.lagos,2014/1/6 13:29,re: craft night,Operational Info
36,anda.ribera,ruscella.mies.haber,2014/1/6 13:29,re: craft night,Operational Info
36,anda.ribera,carla.forluniau,2014/1/6 13:29,re: craft night,Operational Info
36,anda.ribera,cornelia.lais,2014/1/6 13:29,re: craft night,Operational Info
37,claudio.hawelon,irene.nant,2014/1/6 13:35,route suggestion for next shift,Greeting / Informal
37,claudio.hawelon,cecilia.morluniau,2014/1/6 13:35,route suggestion for next shift,Greeting / Informal
37,claudio.hawelon,dylan.scozzese,2014/1/6 13:35,route suggestion for next shift,Greeting / Informal
38,hennie.osvaldo,kanon.herrero,2014/1/6 13:42,concert tickets,Greeting / Informal
39,cornelia.lais,mat.bramar,2014/1/6 13:48,re: craft night,Operational Info
39,cornelia.lais,anda.ribera,2014/1/6 13:48,re: craft night,Operational Info
39,cornelia.lais,rachel.pantanal,2014/1/6 13:48,re: craft night,Operational Info
39,cornelia.lais,linda.lagos,2014/1/6 13:48,re: craft night,Operational Info
39,cornelia.lais,ruscella.mies.haber,2014/1/6 13:48,re: craft night,Operational Info
39,cornelia.lais,carla.forluniau,2014/1/6 13:48,re: craft night,Operational Info
39,cornelia.lais,cornelia.lais,2014/1/6 13:48,re: craft night,Operational Info
40,valeria.morlun,anda.ribera,2014/1/6 13:49,re: favor - borrow hedge trimmer,Greeting / Informal
41,cecilia.morluniau,ingrid.barranco,2014/1/6 13:54,supplies,Greeting / Informal
42,anda.ribera,valeria.morlun,2014/1/6 13:59,re: favor - borrow hedge trimmer,Greeting / Informal
43,adan.morlun,claudio.hawelon,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,benito.hawelon,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,henk.mies,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,dylan.scozzese,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,valeria.morlun,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,irene.nant,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,dante.coginian,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,emile.arpa,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,adan.morlun,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
43,adan.morlun,varro.awelon,2014/1/6 13:59,re: new refueling policies - effective february 1,Greeting / Informal
44,varro.awelon,benito.hawelon,2014/1/6 14:01,re: don't text and drive!,Greeting / Informal
44,varro.awelon,cecilia.morluniau,2014/1/6 14:01,re: don't text and drive!,Greeting / Informal
44,varro.awelon,varro.awelon,2014/1/6 14:01,re: don't text and drive!,Greeting / Informal
44,varro.awelon,albina.hafon,2014/1/6 14:01,re: don't text and drive!,Greeting / Informal
44,varro.awelon,dante.coginian,2014/1/6 14:01,re: don't text and drive!,Greeting / Informal
44,varro.awelon,claudio.hawelon,2014/1/6 14:01,re: don't text and drive!,Greeting / Informal
45,dante.coginian,lucas.alcazar,2014/1/6 14:05,congratulations on your service anniversary,Greeting / Informal
46,nils.calixto,nils.calixto,2014/1/6 14:16,re: gt-seismicprocessorpro bug report,Greeting / Informal
46,nils.calixto,sven.flecha,2014/1/6 14:16,re: gt-seismicprocessorpro bug report,Greeting / Informal
47,willem.vasco-pais,orhan.strum,2014/1/6 14:19,re: ipo,Greeting / Informal
47,willem.vasco-pais,willem.vasco-pais,2014/1/6 14:19,re: ipo,Greeting / Informal
48,benito.hawelon,claudio.hawelon,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,dante.coginian,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,valeria.morlun,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,albina.hafon,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,emile.arpa,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,cecilia.morluniau,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,adan.morlun,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,benito.hawelon,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
48,benito.hawelon,varro.awelon,2014/1/6 14:19,re: new refueling policies - effective february 1,Greeting / Informal
49,axel.calzas,lars.azada,2014/1/6 14:22,meeting,Greeting / Informal
50,dante.coginian,valeria.morlun,2014/1/6 14:23,re: new refueling policies - effective february 1,Greeting / Informal
50,dante.coginian,albina.hafon,2014/1/6 14:23,re: new refueling policies - effective february 1,Greeting / Informal
50,dante.coginian,varro.awelon,2014/1/6 14:23,re: new refueling policies - effective february 1,Greeting / Informal
50,dante.coginian,benito.hawelon,2014/1/6 14:23,re: new refueling policies - effective february 1,Greeting / Informal
50,dante.coginian,dante.coginian,2014/1/6 14:23,re: new refueling policies - effective february 1,Greeting / Informal
51,benito.hawelon,dante.coginian,2014/1/6 14:26,re: route suggestion for next shift,Greeting / Informal
51,benito.hawelon,albina.hafon,2014/1/6 14:26,re: route suggestion for next shift,Greeting / Informal
51,benito.hawelon,benito.hawelon,2014/1/6 14:26,re: route suggestion for next shift,Greeting / Informal
51,benito.hawelon,henk.mies,2014/1/6 14:26,re: route suggestion for next shift,Greeting / Informal
52,nils.calixto,nils.calixto,2014/1/6 14:28,re: gt-seismicprocessorpro bug report,Greeting / Informal
