articleID,source,title,author,publish_date,location,content,sentiment,entities,entity_sentiment
154,All News Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",,1998-03-20,,"NOTE: This article is the first in a series, reprinted with permission from the Homeland Illumination.This article is the first installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.LOCATION: ELODIS, KronosELODIS, Kronos - Nestled in the bend of the Tiskele River, the sun rises over the farming town of Elodis,  chasing away the shadows cloaking nearby Mt.  Today, as they have every day for over 250 years, residents will rise to tend the rich floodplain land that provides nourishment for the People of Kronos.Two weeks prior I received an email from an old friend, Pondo Reese, now the editor of the Elodis Weekly Journal, an agriculture paper serving the community around Tiskele Bend.  ""The gas company had been built a few years back in '94, and our problems didn't start right away.The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.  The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.  A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe. Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.  Families have lived in Elodis for generations.""We've made a good living for a long time,"" Reese tells me.I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.  Bodrogi has farmed soybeans his entire life, as did his father and their fathers.",0.09667027417027417,sten sanjorge jr,-0.9940642714500427
154,All News Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",,1998-03-20,,"NOTE: This article is the first in a series, reprinted with permission from the Homeland Illumination.This article is the first installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.LOCATION: ELODIS, KronosELODIS, Kronos - Nestled in the bend of the Tiskele River, the sun rises over the farming town of Elodis,  chasing away the shadows cloaking nearby Mt.  Today, as they have every day for over 250 years, residents will rise to tend the rich floodplain land that provides nourishment for the People of Kronos.Two weeks prior I received an email from an old friend, Pondo Reese, now the editor of the Elodis Weekly Journal, an agriculture paper serving the community around Tiskele Bend.  ""The gas company had been built a few years back in '94, and our problems didn't start right away.The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.  The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.  A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe. Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.  Families have lived in Elodis for generations.""We've made a good living for a long time,"" Reese tells me.I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.  Bodrogi has farmed soybeans his entire life, as did his father and their fathers.",0.09667027417027417,gastech,-0.9940642714500427
154,All News Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",,1998-03-20,,"NOTE: This article is the first in a series, reprinted with permission from the Homeland Illumination.This article is the first installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.LOCATION: ELODIS, KronosELODIS, Kronos - Nestled in the bend of the Tiskele River, the sun rises over the farming town of Elodis,  chasing away the shadows cloaking nearby Mt.  Today, as they have every day for over 250 years, residents will rise to tend the rich floodplain land that provides nourishment for the People of Kronos.Two weeks prior I received an email from an old friend, Pondo Reese, now the editor of the Elodis Weekly Journal, an agriculture paper serving the community around Tiskele Bend.  ""The gas company had been built a few years back in '94, and our problems didn't start right away.The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.  The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.  A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe. Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.  Families have lived in Elodis for generations.""We've made a good living for a long time,"" Reese tells me.I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.  Bodrogi has farmed soybeans his entire life, as did his father and their fathers.",0.09667027417027417,sten sanjorge sr,-0.9989975094795227
154,All News Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",,1998-03-20,,"NOTE: This article is the first in a series, reprinted with permission from the Homeland Illumination.This article is the first installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.LOCATION: ELODIS, KronosELODIS, Kronos - Nestled in the bend of the Tiskele River, the sun rises over the farming town of Elodis,  chasing away the shadows cloaking nearby Mt.  Today, as they have every day for over 250 years, residents will rise to tend the rich floodplain land that provides nourishment for the People of Kronos.Two weeks prior I received an email from an old friend, Pondo Reese, now the editor of the Elodis Weekly Journal, an agriculture paper serving the community around Tiskele Bend.  ""The gas company had been built a few years back in '94, and our problems didn't start right away.The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.  The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.  A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe. Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.  Families have lived in Elodis for generations.""We've made a good living for a long time,"" Reese tells me.I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.  Bodrogi has farmed soybeans his entire life, as did his father and their fathers.",0.09667027417027417,hank fluss - found,-0.9989975094795227
154,All News Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",,1998-03-20,,"NOTE: This article is the first in a series, reprinted with permission from the Homeland Illumination.This article is the first installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.LOCATION: ELODIS, KronosELODIS, Kronos - Nestled in the bend of the Tiskele River, the sun rises over the farming town of Elodis,  chasing away the shadows cloaking nearby Mt.  Today, as they have every day for over 250 years, residents will rise to tend the rich floodplain land that provides nourishment for the People of Kronos.Two weeks prior I received an email from an old friend, Pondo Reese, now the editor of the Elodis Weekly Journal, an agriculture paper serving the community around Tiskele Bend.  ""The gas company had been built a few years back in '94, and our problems didn't start right away.The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.  The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.  A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe. Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.  Families have lived in Elodis for generations.""We've made a good living for a long time,"" Reese tells me.I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.  Bodrogi has farmed soybeans his entire life, as did his father and their fathers.",0.09667027417027417,sanjorge sr,-0.9989975094795227
154,All News Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",,1998-03-20,,"NOTE: This article is the first in a series, reprinted with permission from the Homeland Illumination.This article is the first installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.LOCATION: ELODIS, KronosELODIS, Kronos - Nestled in the bend of the Tiskele River, the sun rises over the farming town of Elodis,  chasing away the shadows cloaking nearby Mt.  Today, as they have every day for over 250 years, residents will rise to tend the rich floodplain land that provides nourishment for the People of Kronos.Two weeks prior I received an email from an old friend, Pondo Reese, now the editor of the Elodis Weekly Journal, an agriculture paper serving the community around Tiskele Bend.  ""The gas company had been built a few years back in '94, and our problems didn't start right away.The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.  The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.  A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe. Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.  Families have lived in Elodis for generations.""We've made a good living for a long time,"" Reese tells me.I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.  Bodrogi has farmed soybeans his entire life, as did his father and their fathers.",0.09667027417027417,henk bodrogi,0.9986496567726135
154,All News Today,"ELODIS, KRONOS:  A TOWN IN NEED, Part One",,1998-03-20,,"NOTE: This article is the first in a series, reprinted with permission from the Homeland Illumination.This article is the first installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.LOCATION: ELODIS, KronosELODIS, Kronos - Nestled in the bend of the Tiskele River, the sun rises over the farming town of Elodis,  chasing away the shadows cloaking nearby Mt.  Today, as they have every day for over 250 years, residents will rise to tend the rich floodplain land that provides nourishment for the People of Kronos.Two weeks prior I received an email from an old friend, Pondo Reese, now the editor of the Elodis Weekly Journal, an agriculture paper serving the community around Tiskele Bend.  ""The gas company had been built a few years back in '94, and our problems didn't start right away.The change turned out to be GAStech International, an international corporation run by Sten Sanjorge Jr, a business tycoon out of Tethys.Established in 1961, the GAStech corporation began as a family-owned business providing local trucking services in Tethys.  The two founders - Sten Sanjorge Sr and Hank Fluss - found wildcat drilling to be more lucrative, and thus began a series of environmental disasters and financial scandals that eventually ran Sanjorge Sr into an early grave and drove Fluss into a marginal role in his own company.  With the death of Sanjorge Sr, the son took the helm of GAStech firmly in his grasp and broadened its influence further afield, eventually landing at the doorstep of the small peaceful township of Elodis.With a population of 6500, most residents of Elodis live in one- and two-story houses on small farms.  A smaller number of families live in the township along a main street with two markets, two hardware stores, one gas station and a cafe. Here you can buy lunch, pick up your mail and purchase a litre of milk to bring home.  Families have lived in Elodis for generations.""We've made a good living for a long time,"" Reese tells me.I asked Reese to help me meet the people whose lives have been impacted by GAStech's operations.I caught up with Henk Bodrogi in town making purchases at the Osvaldo hardware store to repair a broken tractor.  Bodrogi has farmed soybeans his entire life, as did his father and their fathers.",0.09667027417027417,bodrogi,0.9986496567726135
237,All News Today,"ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME?",,1998-05-15,,"NOTE: This article is the last installment of a threeThis article is the last installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.  I've asked  Elodis Weekly Journal editor Pondo Resses to tell me about the involvement of the government of Kronos in the deeply troubling account of a community's struggle for protection from those who should help them the most: their elected officials, against those who would poison their children and the country's food.""It took a long time for anyone to respond,"" Reese tells me of their struggle.  ""Henk Bodrogi - the man you met - didn't give up.  He called every department that could possibly be associated with our problem:  interior, justice, foreign affairs, health.  Finally, a sympathetic person from the Ministry of Health answered the door, so that's where we started.""Reese then describes months of meetings at which the government officials demanded documents proving their case:  health and crop yield statistics, the scientific test results from Wellness For All, and medical records.  We bring the documents they want, and then they want to confirm the results, or tell us to provide additional information or have closed door meetings.  We're currently in the process of negotiating a date for a hearing at the Ministry of Health to present our petition for assistance.""",0.04807692307692309,kronos,-0.9979895353317261
237,All News Today,"ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME?",,1998-05-15,,"NOTE: This article is the last installment of a threeThis article is the last installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.  I've asked  Elodis Weekly Journal editor Pondo Resses to tell me about the involvement of the government of Kronos in the deeply troubling account of a community's struggle for protection from those who should help them the most: their elected officials, against those who would poison their children and the country's food.""It took a long time for anyone to respond,"" Reese tells me of their struggle.  ""Henk Bodrogi - the man you met - didn't give up.  He called every department that could possibly be associated with our problem:  interior, justice, foreign affairs, health.  Finally, a sympathetic person from the Ministry of Health answered the door, so that's where we started.""Reese then describes months of meetings at which the government officials demanded documents proving their case:  health and crop yield statistics, the scientific test results from Wellness For All, and medical records.  We bring the documents they want, and then they want to confirm the results, or tell us to provide additional information or have closed door meetings.  We're currently in the process of negotiating a date for a hearing at the Ministry of Health to present our petition for assistance.""",0.04807692307692309,henk bodrogi,0.994256317615509
341,All News Today,WHO BRINGS A GUN TO A SIT IN?,,2013-06-21,"ABILA, Kronos","ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters, of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years:  an end to the corruption of the Kronos government officials and the cleanup of the toxic waste dump that has become the Tiskele River near Elodis. They handed out information on flyers printed and donated by local businesses about the lifestyle incongruities between today's elected officials and those of a few years ago. Demonstrators held posters of POK martyrs and chanted for social and economic parity, while black-clad members of the Abila Police formed faceless lines of shields, batons and side arms surrounding the crowds.  The rally had been publicized as a peaceful gathering of citizens to bring their concerns to the public consciousness.  The most dangerous item in their hands was a picture of a sweet-faced ten year dead old girl - Juliana Vann who died in 1998 of cancer caused by the benzene in her drinking water.Despite these heavy-handed efforts, as groups of people slipped through the barricades and moved through the streets to bring their message to the citizens of Kronos.How can these officials - hypothetically getting by on public salaries - afford the second homes, large boats and luxury automobiles they flaunt?",-0.005119047619047625,kronos,-0.632982611656189
341,All News Today,WHO BRINGS A GUN TO A SIT IN?,,2013-06-21,"ABILA, Kronos","ABILA, Kronos - Yesterday, as they have each June 19th for the past three years supporters, of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years:  an end to the corruption of the Kronos government officials and the cleanup of the toxic waste dump that has become the Tiskele River near Elodis. They handed out information on flyers printed and donated by local businesses about the lifestyle incongruities between today's elected officials and those of a few years ago. Demonstrators held posters of POK martyrs and chanted for social and economic parity, while black-clad members of the Abila Police formed faceless lines of shields, batons and side arms surrounding the crowds.  The rally had been publicized as a peaceful gathering of citizens to bring their concerns to the public consciousness.  The most dangerous item in their hands was a picture of a sweet-faced ten year dead old girl - Juliana Vann who died in 1998 of cancer caused by the benzene in her drinking water.Despite these heavy-handed efforts, as groups of people slipped through the barricades and moved through the streets to bring their message to the citizens of Kronos.How can these officials - hypothetically getting by on public salaries - afford the second homes, large boats and luxury automobiles they flaunt?",-0.005119047619047625,juliana vann,-0.9434272646903992
391,All News Today,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",,2001-03-22,"Abila, Kronos","A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.This defeat is a harsh blow to the Protectors of Kronos, an Elodis group that was counting on this funding to provide healthcare and environment cleanup of their drinking and irrigation water.""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination.Bodrogi is the leader of the Protectors of Kronos, a grassroots environmental group with a mission to reverse the pollution caused by gas drilling in his hometown.",-0.075,henk bodrogi,-0.99750155210495
391,All News Today,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",,2001-03-22,"Abila, Kronos","A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.This defeat is a harsh blow to the Protectors of Kronos, an Elodis group that was counting on this funding to provide healthcare and environment cleanup of their drinking and irrigation water.""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination.Bodrogi is the leader of the Protectors of Kronos, a grassroots environmental group with a mission to reverse the pollution caused by gas drilling in his hometown.",-0.075,bodrogi,-0.99750155210495
420,All News Today,POK REPRESENTATIVES MEET WITH KRONOS MINISTER OF HEALTH,,1998-11-15,"ABILA, Kronos","Representatives from the social activist group Protectors of Kronos (POK) met earlier this week with Cesare Nespola, Minister of Health to discuss resolutions to the water contamination that has plagued Elodis since the late 1990s.  He seemed to be very responsive to our request to establish improved health care in Elodis, and reverse the contamination responsible for so many of our illnesses.""The POK formed in 1997 from a grassroots action group in response to the pollution of the Elodis water supply and the resultant sickness and deaths of local residents over the subsequent several years.",0.07333333333333333,kronos,0.9582446813583374
420,All News Today,POK REPRESENTATIVES MEET WITH KRONOS MINISTER OF HEALTH,,1998-11-15,"ABILA, Kronos","Representatives from the social activist group Protectors of Kronos (POK) met earlier this week with Cesare Nespola, Minister of Health to discuss resolutions to the water contamination that has plagued Elodis since the late 1990s.  He seemed to be very responsive to our request to establish improved health care in Elodis, and reverse the contamination responsible for so many of our illnesses.""The POK formed in 1997 from a grassroots action group in response to the pollution of the Elodis water supply and the resultant sickness and deaths of local residents over the subsequent several years.",0.07333333333333333,cesare nespola,0.9582446813583374
554,All News Today,ELIAN KAREL DEAD IN KRONOS JAIL,,2009-06-20,"ABILA, Kronos","Elian Karel, age 28, died Friday while unlawfully incarcerated at the Abila City Prison.  A Protectors of Kronos official made the following statment: ""Karel was being held on fraudulent tax evasion charges after his arrest on March 12 earlier this year.  What I can tell you is that when I left Elian yesterday after meeting with him in the prison he was in excellent health and good spirits.  He was expecting to be released in the next few days and return to his work with the Protectors of Kronos, and was excited to continue the Protectors of Kronos mission to which he dedicated his life.  I can assure you that Elian's death will be investigated with all the resources at our disposal and those responsible will be brought to justice.""Karel, from Elodis, had been involved with the POK mission since he was young.  He was only a few years older than Juliana Vann, a friend who died in 1998 of toxin poisoning caused by illegal dumping from the Tethyn company GAStech.Calls to the President's office, the office of the Minister of Justice and the office of the Chief of Police were not immediately returned.",0.10611111111111111,elian karel,-0.9678258299827576
554,All News Today,ELIAN KAREL DEAD IN KRONOS JAIL,,2009-06-20,"ABILA, Kronos","Elian Karel, age 28, died Friday while unlawfully incarcerated at the Abila City Prison.  A Protectors of Kronos official made the following statment: ""Karel was being held on fraudulent tax evasion charges after his arrest on March 12 earlier this year.  What I can tell you is that when I left Elian yesterday after meeting with him in the prison he was in excellent health and good spirits.  He was expecting to be released in the next few days and return to his work with the Protectors of Kronos, and was excited to continue the Protectors of Kronos mission to which he dedicated his life.  I can assure you that Elian's death will be investigated with all the resources at our disposal and those responsible will be brought to justice.""Karel, from Elodis, had been involved with the POK mission since he was young.  He was only a few years older than Juliana Vann, a friend who died in 1998 of toxin poisoning caused by illegal dumping from the Tethyn company GAStech.Calls to the President's office, the office of the Minister of Justice and the office of the Chief of Police were not immediately returned.",0.10611111111111111,kronos,-0.9892008304595947
